	-4632	-10643	-1	99	-137	-356

	-12311	3583	-1	103	-138	-357

	-4632	-10643	-12311	99	-138	-359

	-4632	-10643	-12311	103	-141	-360

	-4632	-10643	-12310	103	-144	-360

	-4632	-10643	-12310	104	-141	-360

	-4632	-10643	-12311	103	-138	-354

	-4632	-10643	-12311	103	-138	-354

	-4632	-10643	-12311	107	-141	-353

	-4632	-10643	-12311	100	-138	-356

	-4632	-10643	-12311	97	-141	-356

	-4632	-10643	-12311	99	-137	-359

	-4632	-10643	-12311	100	-136	-356

	-4632	-10643	-12311	104	-138	-359

	-4632	-10643	-12311	103	-138	-353

	-4632	-10643	-12311	102	-143	-353

	-4632	-10643	-12311	104	-135	-354

	-4632	-10643	-12311	102	-143	-356

	-4632	-10643	-12311	105	-143	-354

	-4632	-10643	-12311	99	-135	-356

	-4632	-10643	-12311	97	-135	-353

	-4632	-10643	-12311	105	-136	-353

	-4632	-10643	-12311	96	-136	-350

	-4632	-10643	-12311	102	-141	-357

	-4632	-10643	-12311	102	-137	-356

	-4632	-10643	-12311	104	-136	-360

	-4632	-10643	-12311	103	-141	-356

	-4632	-10643	-12311	104	-141	-360

	-4634	-10643	-12311	103	-141	-354

	-4634	-10643	-12311	99	-137	-359

	-4632	-10643	-12311	102	-136	-357

	-4632	-10643	-12311	99	-143	-360

	-4632	-10642	-12311	105	-143	-353

	-4632	-10642	-12311	99	-136	-353

	-4632	-10643	-12312	103	-138	-360

	-4632	-10643	-12312	107	-143	-360

	-4632	-10643	-12311	99	-136	-352

	-4632	-10643	-12311	103	-141	-356

	-4632	-10643	-12311	103	-141	-357

	-4632	-10643	-12311	99	-136	-354

	-4632	-10643	-12311	103	-138	-354

	-4632	-10643	-12311	99	-136	-353

	-4632	-10643	-12311	99	-136	-359

	-4632	-10643	-12311	100	-143	-357

	-4632	-10643	-12311	103	-141	-356

	-4632	-10643	-12311	104	-144	-360

	-4632	-10643	-12311	99	-136	-353

	-4632	-10643	-12311	102	-138	-356

	-4632	-10643	-12312	99	-141	-359

	-4632	-10643	-12311	107	-143	-356

	-4632	-10643	-12311	104	-144	-352

	-4632	-10643	-12311	104	-136	-356

	-4632	-10643	-12311	104	-141	-361

	-4632	-10643	-12311	102	-141	-356

	-4632	-10643	-12312	100	-136	-360

	-4632	-10643	-12312	104	-140	-354

	-4632	-10643	-12312	99	-141	-359

	-4632	-10643	-12311	102	-141	-359

	-4632	-10643	-12311	99	-141	-360

	-4632	-10643	-12311	100	-144	-353

	-4632	-10643	-12311	102	-143	-353

	-4632	-10642	-12311	97	-137	-357

	-4632	-10642	-12312	105	-144	-362

	-4632	-10642	-12312	108	-137	-360

	-4632	-10643	-12312	103	-143	-361

	-4632	-10643	-12312	103	-136	-359

	-4632	-10643	-12312	100	-136	-360

	-4632	-10643	-12312	103	-141	-356

	-4631	-10643	-12311	104	-141	-356

	-4632	-10642	-12311	104	-141	-353

	-4632	-10642	-12311	102	-137	-353

	-4632	-10642	-12311	103	-136	-354

	-4632	-10642	-12311	99	-141	-354

	-4632	-10642	-12312	102	-133	-353

	-4632	-10643	-12311	104	-141	-359

	-4632	-10643	-12311	103	-141	-359

	-4632	-10643	-12311	99	-144	-356

	-4632	-10642	-12311	105	-145	-354

	-4632	-10642	-12311	103	-141	-354

	-4632	-10642	-12311	102	-137	-356

	-4632	-10643	-12312	103	-135	-356

	-4632	-10643	-12312	102	-138	-354

	-4632	-10643	-12311	103	-137	-359

	-4632	-10643	-12311	97	-136	-354

	-4632	-10642	-12311	103	-141	-359

	-4632	-10642	-12312	102	-136	-361

	-4632	-10642	-12312	105	-141	-356

	-4632	-10642	-12312	103	-138	-356

	-4632	-10642	-12312	103	-141	-354

	-4632	-10642	-12312	105	-138	-356

	-4632	-10643	-12312	103	-138	-359

	-4632	-10643	-12312	104	-143	-359

	-4632	-10643	-12312	102	-141	-353

	-4632	-10643	-12312	103	-141	-359

	-4632	-10642	-12312	104	-136	-360

	-4632	-10642	-12312	100	-143	-360

	-4632	-10642	-12311	107	-144	-359

	-4632	-10643	-12311	105	-137	-356

	-4632	-10643	-12312	63	339	-301

	4233	-1375	-7091	70	343	-305

	4233	-1375	-7091	67	342	-296

	4234	-1375	-7091	67	336	-304

	4234	-1375	-7091	67	344	-298

	4234	-1375	-7091	70	339	-303

	4234	-1375	-7091	67	335	-305

	4234	-1375	-7091	65	343	-304

	4234	-1375	-7091	67	342	-305

	4236	-1375	-7091	71	339	-306

	4236	-1373	-7091	64	337	-306

	4236	-1373	-7091	71	342	-304

	4236	-1373	-7092	65	336	-305

	4237	-1373	-7092	65	343	-303

	4237	-1373	-7092	65	336	-305

	4237	-1373	-7092	67	344	-304

	4237	-1373	-7092	70	336	-305

	4237	-1373	-7092	67	336	-304

	4238	-1373	-7092	70	336	-303

	4238	-1372	-7092	64	343	-301

	4238	-1372	-7092	70	339	-303

	4238	-1372	-7092	64	335	-304

	4238	-1373	-7092	72	339	-303

	4238	-1373	-7092	70	337	-303

	4240	-1373	-7092	67	339	-303

	4240	-1372	-7091	63	337	-304

	4240	-1372	-7091	67	337	-305

	4241	-1372	-7091	68	339	-298

	4241	-1372	-7092	64	339	-301

	4241	-1372	-7092	67	336	-304

	4241	-1372	-7092	70	342	-303

	4241	-1372	-7092	63	344	-304

	4241	-1372	-7092	64	342	-305

	4241	-1372	-7091	67	337	-298

	4241	-1372	-7091	68	340	-304

	4241	-1372	-7091	70	335	-303

	4243	-1372	-7091	67	337	-296

	4243	-1372	-7091	67	339	-305

	4243	-1372	-7091	63	344	-306

	4243	-1372	-7091	63	344	-301

	4243	-1372	-7091	63	342	-305

	4243	-1372	-7091	64	339	-301

	4244	-1372	-7092	67	343	-304

	4244	-1371	-7092	71	336	-305

	4244	-1371	-7092	65	344	-305

	4244	-1371	-7091	64	336	-303

	4244	-1371	-7091	67	339	-308

	4244	-1371	-7091	68	339	-305

	4245	-1371	-7092	71	342	-305

	4245	-1371	-7092	63	342	-301

	4245	-1371	-7092	67	339	-305

	4245	-1371	-7091	67	339	-303

	4245	-1371	-7091	71	339	-297

	4245	-1371	-7091	64	343	-305

	4247	-1371	-7091	67	336	-301

	4247	-1371	-7091	72	332	-308

	4247	-1371	-7091	67	339	-305

	4247	-1371	-7091	65	339	-306

	4248	-1371	-7091	63	339	-308

	4248	-1371	-7091	63	342	-304

	4248	-1371	-7091	67	344	-301

	4250	-1371	-7091	63	344	-305

	4250	-1371	-7091	66	337	-303

	4250	-1371	-7091	70	335	-306

	4250	-1371	-7091	63	344	-298

	4250	-1371	-7091	66	342	-303

	4250	-1371	-7091	71	339	-301

	4250	-1371	-7091	71	336	-304

	4250	-1371	-7091	67	342	-305

	4250	-1371	-7091	67	339	-303

	4251	-1369	-7091	63	339	-304

	4251	-1369	-7091	64	335	-305

	4251	-1369	-7091	67	334	-304

	4251	-1369	-7091	64	336	-304

	4251	-1369	-7091	64	335	-303

	4251	-1369	-7091	63	342	-305

	4251	-1369	-7091	70	337	-301

	4251	-1369	-7091	72	336	-304

	4251	-1369	-7091	65	332	-305

	4253	-1369	-7090	65	344	-304

	4253	-1369	-7090	70	336	-304

	4253	-1369	-7090	68	339	-303

	4253	-1369	-7090	71	336	-298

	4253	-1369	-7090	71	337	-304

	4253	-1369	-7091	64	343	-305

	4254	-1368	-7091	71	342	-301

	4254	-1368	-7091	71	336	-305

	4254	-1368	-7091	67	342	-298

	4254	-1368	-7091	67	337	-306

	4254	-1368	-7091	67	334	-305

	4255	-1368	-7091	70	339	-304

	4255	-1368	-7091	71	337	-304

	4255	-1368	-7091	70	335	-305

	4255	-1368	-7091	60	339	-301

	4255	-1368	-7091	65	337	-301

	4255	-1368	-7091	67	335	-305

	4255	-1368	-7091	70	337	-304

	4255	-1368	-7091	63	342	-305

	4255	-1368	-7091	64	336	-306

	4255	-1368	-7091	70	343	-305

	4255	-1368	-7091	470	-73	-151

	-11339	-6633	-9210	476	-74	-151

	-11339	-6633	-9210	472	-77	-148

	-11339	-6635	-9208	470	-77	-152

	-11339	-6635	-9208	475	-73	-152

	-11339	-6636	-9208	470	-71	-146

	-11339	-6636	-9208	472	-73	-153

	-11339	-6636	-9208	472	-72	-148

	-11341	-6636	-9207	471	-79	-153

	-11341	-6636	-9207	472	-77	-151

	-11341	-6637	-9206	467	-77	-148

	-11341	-6639	-9206	471	-73	-148

	-11341	-6640	-9205	472	-74	-148

	-11341	-6640	-9205	472	-77	-148

	-11342	-6642	-9203	473	-69	-148

	-11344	-6642	-9203	472	-72	-151

	-11344	-6642	-9203	470	-72	-151

	-11344	-6642	-9202	476	-79	-154

	-11345	-6642	-9202	471	-74	-153

	-11346	-6643	-9202	472	-69	-146

	-11346	-6643	-9202	476	-77	-151

	-11348	-6643	-9203	473	-77	-146

	-11349	-6644	-9202	478	-77	-151

	-11349	-6644	-9202	470	-73	-149

	-11349	-6644	-9202	472	-73	-151

	-11348	-6646	-9201	471	-74	-152

	-11348	-6647	-9201	475	-77	-152

	-11348	-6647	-9201	471	-74	-153

	-11348	-6647	-9201	472	-77	-149

	-11348	-6649	-9200	470	-72	-153

	-11348	-6649	-9200	471	-77	-145

	-11349	-6649	-9200	476	-72	-151

	-11349	-6649	-9200	472	-80	-148

	-11349	-6650	-9200	470	-73	-153

	-11349	-6650	-9200	471	-74	-151

	-11349	-6651	-9198	476	-79	-153

	-11349	-6651	-9198	472	-72	-146

	-11349	-6651	-9198	470	-72	-153

	-11351	-6653	-9200	472	-77	-153

	-11351	-6653	-9200	472	-72	-152

	-11352	-6654	-9200	473	-73	-148

	-11352	-6654	-9200	476	-77	-148

	-11352	-6654	-9201	472	-72	-148

	-11353	-6655	-9201	471	-72	-146

	-11353	-6655	-9201	476	-72	-151

	-11355	-6655	-9202	473	-73	-146

	-11355	-6657	-9203	472	-80	-153

	-11356	-6657	-9203	473	-74	-151

	-11356	-6657	-9203	472	-76	-149

	-11358	-6657	-9205	470	-71	-148

	-11358	-6658	-9206	475	-72	-152

	-11358	-6658	-9206	478	-80	-153

	-11358	-6658	-9206	475	-77	-149

	-11359	-6660	-9206	467	-74	-151

	-11361	-6661	-9207	475	-80	-152

	-11361	-6661	-9207	476	-74	-156

	-11361	-6661	-9207	476	-72	-152

	-11362	-6662	-9208	472	-74	-148

	-11362	-6662	-9208	471	-74	-148

	-11363	-6662	-9208	471	-72	-146

	-11365	-6662	-9210	472	-74	-153

	-11365	-6662	-9210	470	-73	-148

	-11365	-6662	-9210	475	-79	-153

	-11366	-6664	-9211	475	-77	-153

	-11368	-6665	-9211	472	-74	-152

	-11368	-6665	-9211	472	-73	-152

	-11368	-6667	-9211	473	-79	-151

	-11369	-6667	-9211	467	-72	-151

	-11370	-6668	-9210	470	-74	-149

	-11370	-6668	-9210	472	-79	-152

	-11370	-6669	-9207	472	-80	-153

	-11372	-6671	-9203	476	-80	-146

	-11372	-6671	-9203	472	-80	-153

	-11372	-6671	-9198	476	-80	-154

	-11372	-6671	-9184	472	-74	-153

	-11372	-6672	-9163	473	-71	-152

	-11372	-6672	-9163	472	-76	-152

	-11373	-6675	-9145	470	-79	-151

	-11373	-6675	-9140	471	-80	-148

	-11373	-6675	-9140	467	-74	-153

	-11375	-6676	-9138	475	-74	-153

	-11375	-6679	-9137	472	-81	-154

	-11376	-6681	-9137	472	-77	-153

