NACA 64A-216
1.00000000	0.00000000
0.99325687	0.00282836
0.98110099	0.00527401
0.96421189	0.00831758
0.94284143	0.01239701
0.91726094	0.01779054
0.88766609	0.02418714
0.85426599	0.03117099
0.81740941	0.03880368
0.77738677	0.04669320
0.73457292	0.05469599
0.68937155	0.06266843
0.64218767	0.07032721
0.59344350	0.07732799
0.54359434	0.08336956
0.49312300	0.08818710
0.44252559	0.09140972
0.39233025	0.09266215
0.34310032	0.09159503
0.29538409	0.08877288
0.24968530	0.08451001
0.20648312	0.07899052
0.16623586	0.07235420
0.12936414	0.06480669
0.09627164	0.05650027
0.06734761	0.04755948
0.04293448	0.03822601
0.02347061	0.02853247
0.00946189	0.01866602
0.00164433	0.00913529
-0.00018639	0.00190448
0.00163561	-0.00527764
0.00955548	-0.01451957
0.02423314	-0.02304784
0.04435275	-0.03077341
0.06928259	-0.03781776
0.09857307	-0.04433732
0.13187546	-0.05021888
0.16881581	-0.05541233
0.20900209	-0.05984619
0.25202646	-0.06336720
0.29744784	-0.06588749
0.34480469	-0.06726420
0.39361087	-0.06721806
0.44333735	-0.06520634
0.49345928	-0.06159983
0.54348091	-0.05679187
0.59293121	-0.05116375
0.64134707	-0.04498569
0.68828808	-0.03856422
0.73334088	-0.03225452
0.77610728	-0.02636930
0.81620881	-0.02121631
0.85326279	-0.01689624
0.88685912	-0.01301301
0.91666540	-0.00952276
0.94242151	-0.00669208
0.96389733	-0.00474913
0.98085157	-0.00338466
0.99307853	-0.00214598
1.00000000	0.00000000
