	19	27	604	190
	24	48	604	190
	24	31	609	193
	33	25	608	195
	28	25	595	182
	30	14	608	179
	17	31	606	188
	9	25	596	184
	7	17	603	182
	25	24	595	176
	33	33	607	179
	16	28	598	179
	25	33	600	198
	17	12	601	184
	28	15	593	183
	25	22	588	201
	12	25	600	192
	25	22	615	182
	30	31	620	191
	22	16	612	184
	19	28	600	191
	19	15	614	180
	24	23	596	188
	30	33	615	176
	39	39	606	184
	19	35	608	192
	24	31	615	183
	15	31	604	183
	7	22	607	179
	28	30	607	177
	23	32	615	175
	31	28	607	184
	25	28	611	184
	24	23	611	184
	19	15	590	176
	15	27	608	193
	20	31	595	192
	15	28	607	191
	28	9	600	192
	27	24	600	188
	15	15	614	175
	28	15	599	191
	24	32	611	188
	16	23	595	184
	19	35	608	192
	15	19	617	183
	22	30	615	188
	28	31	609	183
	22	28	595	174
	19	22	611	185
	7	31	608	190
	25	19	611	188
	23	30	614	188
	24	31	616	193
	22	28	599	176
	19	16	595	199
	24	30	607	192
	24	17	608	192
	31	28	608	193
	7	12	606	179
	23	11	599	190
	11	32	595	192
	15	35	600	191
	9	31	620	185
	15	32	611	193
	19	30	600	184
	23	33	608	188
	24	14	601	192
	31	16	612	192
	19	30	617	172
	24	32	608	184
	24	30	615	190
	23	31	592	188
	14	32	608	192
	15	24	615	189
	3	39	609	191
	24	41	606	187
	23	28	601	188
	19	19	611	191
	24	32	588	195
	25	19	608	190
	9	23	604	182
	35	14	608	188
	6	31	604	179
	28	31	611	188
	30	17	600	184
	3	28	604	179
	17	14	611	190
	16	15	619	192
	23	31	608	176
	28	31	593	191
	22	35	616	184
	40	24	600	193
	25	30	599	183
	22	23	599	176
	24	35	615	192
	23	19	617	179
	22	16	611	192
	17	31	604	191
	19	25	611	185
	7	31	608	190
	19	31	585	177
	17	33	609	192
	31	14	608	192
	24	23	604	198
	22	28	595	176
	24	25	608	180
	14	31	608	192
	15	35	607	190
	27	28	611	175
	19	24	601	175
	3	24	604	191
	17	40	611	188
	25	20	595	182
	19	35	608	175
	24	19	590	177
	23	35	609	191
	17	24	600	190
	7	35	616	190
	22	41	620	192
	28	24	611	188
	15	31	595	179
	24	30	600	174
	7	25	609	176
	24	14	607	185
	12	24	608	191
	23	39	608	176
	24	31	606	190
	25	24	600	176
	20	35	611	177
	30	30	617	192
	31	15	599	191
	22	30	609	192
	20	22	600	188
	8	19	614	184
	28	36	608	195
	24	28	606	188
	24	28	606	184
	24	22	617	185
	13	46	595	182
	9	31	604	176
	24	24	624	176
	15	33	615	179
	24	35	604	187
	12	24	612	191
	14	31	612	169
	7	23	624	192
	7	31	607	188
	30	23	606	176
	24	16	623	191
	23	28	600	192
	7	39	617	184
	23	32	601	185
	24	28	614	188
	23	31	611	188
	7	22	608	187
	16	24	600	180
	28	39	606	176
	24	25	611	188
	24	31	603	172
	15	15	609	199
	19	31	609	179
	11	15	592	176
	19	25	604	183
	24	28	611	176
	24	36	614	172
	17	15	600	190
	48	23	608	184
	19	31	604	190
	24	19	617	192
	24	30	608	176
	24	31	614	188
	27	17	615	185
	7	32	607	180
	30	31	608	188
	14	22	604	192
	12	17	616	188
	16	24	616	193
	19	35	604	185
	30	38	599	184
	7	31	600	182
	15	24	615	192
	24	31	603	192
	28	35	615	188
	23	15	600	176
	16	28	615	177
	20	31	609	176
	15	31	599	188
	28	44	608	192
	20	30	604	192
	24	33	609	176
	22	39	615	191
	17	32	611	188
	15	32	608	188
	30	25	608	196
	24	39	604	174
	24	40	611	183
	25	32	608	176
	9	25	591	176
	9	28	601	188
	7	27	611	188
	16	14	604	191
	14	28	601	176
	32	31	601	192
	7	28	604	179
	17	25	612	190
	19	19	604	176
	19	14	608	188
	12	25	607	183
	19	47	608	191
	24	35	579	184
	31	24	604	195
	8	17	608	190
	15	31	601	176
	31	28	614	198
	22	33	614	191
	25	24	615	182
	11	31	615	184
	7	40	620	191
	9	24	600	188
	22	31	600	184
	15	28	616	176
	32	31	609	192
	15	35	611	198
	15	39	614	177
	28	44	606	190
	20	24	600	176
	24	31	607	190
	24	24	615	188
	3	39	590	184
	17	32	595	176
	28	28	608	172
	23	17	614	184
	24	31	607	198
	19	15	598	190
	24	19	604	187
	23	22	604	191
	24	24	611	191
	24	19	595	188
	19	15	608	184
	24	25	617	192
	19	46	612	192
	15	32	614	192
	19	35	611	188
	22	31	611	192
	11	39	591	168
	19	19	611	200
	17	31	609	182
	8	39	604	184
	25	22	616	192
	20	39	609	192
	24	31	599	192
	24	25	600	192
	23	16	606	179
	31	6	595	192
	24	27	608	182
	20	9	604	176
	7	31	611	191
	15	12	612	174
	20	27	604	192
	23	30	604	188
	20	15	595	179
	24	35	601	177
	15	28	595	172
	15	19	596	184
	15	33	604	191
	39	22	607	182
	19	24	609	184
	35	27	608	176
	28	28	595	184
	28	30	595	193
	17	31	614	190
	15	19	611	192
	12	28	615	192
	22	28	608	191
	15	27	611	188
	15	24	600	191
	31	15	604	188
	24	32	591	193
	23	17	595	199
	9	31	611	184
	12	15	609	185
	24	23	615	200
	19	28	608	190
	12	33	615	179
	12	24	620	188
	7	22	607	187
	12	31	609	192
	15	16	600	184
	9	32	588	192
	15	16	615	190
	19	17	591	184
	8	25	599	191
	16	32	596	208
	30	31	604	184
	15	24	609	203
	28	28	604	192
	28	31	608	188
	17	30	604	191
	19	16	612	204
	19	24	615	185
	7	35	611	182
	16	25	604	183
	15	28	614	174
	19	25	596	184
	28	28	595	193
	24	18	611	184
	14	16	609	184
	19	22	596	188
	25	30	600	192
	24	17	608	192
	28	35	611	184
	25	28	611	184
	14	19	614	187
	17	19	616	184
	15	15	599	192
	19	24	600	179
	16	35	599	176
	15	31	599	192
	7	32	599	168
	30	31	612	184
	24	31	600	174
	27	22	599	192
	7	15	607	184
	23	35	614	188
	28	15	604	183
	23	14	607	192
	14	17	599	192
	19	24	617	188
	28	22	614	188
	7	30	600	192
	14	17	617	190
	30	15	604	188
	16	24	614	176
	3	31	615	190
	17	36	606	184
	16	20	598	193
	15	28	620	185
	12	35	615	192
	11	24	596	195
	24	25	620	179
	30	35	604	193
	24	22	615	176
	7	28	593	188
	19	28	614	199
	7	28	600	176
	16	17	608	185
	19	35	611	192
	15	38	615	172
	19	24	608	192
	12	24	608	184
	32	31	606	188
	27	31	596	195
	17	35	608	193
	6	24	604	176
	24	24	601	190
	16	31	604	184
	20	28	600	184
	14	23	620	184
	11	19	619	190
	17	14	595	188
	12	16	608	190
	19	27	606	182
	-2	30	616	200
	14	35	611	184
	24	31	608	192
	16	15	598	192
	31	27	604	188
	15	28	604	191
	24	31	619	188
	24	20	595	184
	12	17	608	191
	7	30	584	201
	11	36	600	190
	17	19	611	188
	23	35	608	176
	24	23	607	179
	31	23	608	176
	24	31	608	192
	15	31	604	192
	19	20	611	195
	14	24	606	192
	7	39	599	184
	15	17	600	176
	22	14	615	188
	23	35	608	192
	19	27	608	182
	12	24	608	182
	15	19	601	192
	20	35	606	193
	38	28	600	184
	28	28	615	179
	17	24	595	191
	15	19	609	190
	28	7	603	185
	16	30	611	184
	19	25	606	176
	27	24	611	188
	15	19	595	191
	17	31	606	188
	8	36	612	176
	15	24	600	188
	24	31	609	192
	22	23	592	180
	28	33	614	192
	28	31	606	182
	30	30	614	176
	19	17	591	175
	19	31	614	195
	24	30	614	191
	12	33	600	184
	24	23	616	195
	17	23	620	179
	19	38	606	191
	22	38	616	196
	15	28	609	188
	24	28	615	191
	16	31	611	195
	7	32	617	191
	16	23	608	192
	19	28	595	185
	28	30	608	195
	28	24	607	193
	23	31	607	192
	25	28	604	179
	30	46	598	192
	24	35	609	192
	28	22	598	190
	31	25	616	193
	19	30	609	190
	6	31	615	192
	24	24	611	199
	15	24	604	198
	30	28	614	190
	15	30	604	195
	23	32	620	190
	8	39	615	184
	6	22	604	188
	31	22	600	188
	28	35	611	184
	14	28	615	176
	14	31	609	188
	22	31	608	192
	16	20	607	184
	17	17	599	172
	20	28	608	188
	28	31	617	192
	25	20	624	184
	22	28	595	191
	28	17	607	179
	25	27	622	203
	7	31	607	192
	12	16	611	192
	23	31	608	188
	24	35	611	192
	15	35	611	163
	35	28	600	192
	24	23	604	191
	20	24	600	193
	19	24	614	188
	11	33	604	192
	38	39	615	176
	24	33	601	195
	3	19	604	199
	22	24	615	192
	28	25	601	192
	23	32	612	192
	20	36	608	178
	19	48	588	184
	19	19	598	190
	25	31	636	188
	15	35	608	204
	15	33	611	188
	24	19	604	192
	28	19	604	188
	16	19	604	191
	27	31	596	183
	22	33	600	188
	35	28	609	183
	9	35	608	192
	19	31	616	192
	15	32	615	179
	11	28	591	177
	24	25	611	179
	19	31	600	192
	28	24	611	184
	24	31	611	198
	22	19	611	195
	30	35	609	191
	23	35	615	191
	12	16	600	195
	19	30	593	195
	7	22	604	177
	19	24	600	188
	28	31	609	174
	25	25	611	179
	1	31	608	188
	19	31	608	184
	25	25	606	192
	-1	35	606	192
	28	17	609	182
	25	39	604	193
	35	16	596	176
	30	28	606	188
	30	23	598	188
	15	33	614	188
	31	31	608	193
	8	27	615	193
	24	-1	607	191
	20	35	598	195
	24	35	595	174
	24	28	611	190
	31	23	608	179
	24	36	615	190
	31	35	606	192
	16	19	590	184
	24	38	617	188
	19	24	608	192
	27	27	615	190
	12	32	591	190
	15	24	606	176
	19	31	598	192
	24	30	632	191
	28	31	601	190
	20	9	612	176
	7	28	608	191
	12	27	609	191
	28	32	608	193
	22	30	611	184
	19	32	604	192
	24	24	607	176
	14	40	588	198
	0	30	600	179
	22	20	608	177
	31	8	609	184
	15	24	615	190
	24	35	608	179
	24	44	607	192
	30	22	600	184
	19	31	614	179
	24	15	619	192
	15	19	615	192
	28	28	615	191
	28	40	609	192
	14	38	614	190
	15	38	611	171
	24	9	601	188
	24	23	620	192
	24	44	608	190
	31	16	616	176
	24	22	600	193
	7	24	611	191
	15	44	609	192
	22	17	608	192
	12	24	604	183
	24	23	617	184
	15	31	615	176
	11	41	595	184
	25	23	600	192
	30	16	599	192
	15	28	604	183
	6	35	615	195
	15	33	590	188
	4	30	600	192
	12	33	608	188
	31	12	609	193
	17	35	608	188
	20	31	620	192
	24	35	608	188
	14	35	604	176
	27	11	598	188
	16	15	611	192
	9	24	611	184
	20	27	609	192
	24	24	595	192
	27	24	612	188
	23	36	617	191
	24	25	608	176
	11	31	604	177
	19	19	614	192
	23	32	615	179
	25	33	612	188
	23	31	611	196
	12	15	590	192
	16	14	599	195
	22	35	614	188
	22	31	596	190
	14	33	599	183
	16	15	608	176
	28	32	600	192
	7	35	600	192
	31	28	608	193
	17	19	601	190
	15	32	600	179
	19	32	616	190
	15	31	600	176
	11	30	615	179
	24	32	604	192
	31	23	617	198
	22	47	599	179
	31	12	620	179
	30	27	624	192
	7	31	620	190
	12	31	601	179
	23	11	608	183
	24	22	600	192
	16	35	614	182
	15	30	615	196
	22	35	611	192
	3	24	608	191
	12	28	615	177
	22	32	608	190
	9	31	604	176
	28	24	599	192
	20	33	608	192
	25	39	612	193
	8	12	604	199
	24	20	620	179
	15	24	615	192
	28	28	608	195
	17	28	591	186
	23	28	611	192
	17	27	608	185
	22	31	593	188
	31	28	599	192
	31	28	604	193
	25	31	593	191
	25	35	600	183
	30	19	604	195
	23	28	608	187
	19	19	614	184
	15	24	591	188
	15	38	615	193
	17	30	606	179
	20	14	598	192
	7	31	595	184
	14	35	593	176
	30	24	614	188
	20	28	614	177
	30	15	623	182
	33	36	620	179
	8	31	620	192
	25	30	617	192
	14	28	590	180
	14	28	616	184
	24	38	592	191
	12	43	592	192
	28	28	608	182
	17	31	606	183
	16	3	615	188
	12	30	611	195
	24	35	608	192
	9	15	601	190
	25	32	614	190
	12	40	612	176
	22	19	611	198
	24	14	609	190
	15	17	614	199
	24	24	612	191
	25	30	608	183
	17	33	609	204
	19	28	608	195
	7	28	608	204
	7	24	615	188
	15	31	595	193
	16	22	623	176
	14	17	607	193
	14	25	615	195
	28	27	611	175
	24	15	600	195
	19	24	609	195
	9	31	609	192
	19	20	606	195
	24	24	591	192
	24	17	609	190
	24	20	604	183
	23	30	608	188
	14	15	615	192
	3	43	622	192
	12	22	600	191
	25	25	614	177
	24	38	615	180
	31	40	616	193
	24	28	611	176
	24	24	606	182
	22	24	611	196
	24	35	599	185
	15	31	604	182
	17	28	606	188
	27	31	614	192
	16	33	599	183
	23	46	612	183
	15	32	615	192
	12	28	617	188
	28	33	595	191
	22	35	598	193
	16	31	611	193
	23	31	615	193
	24	28	611	192
	17	30	611	184
	24	28	600	185
	17	38	591	182
	12	38	615	188
	23	30	604	184
	15	27	611	192
	19	39	622	192
	24	27	611	200
	28	23	611	183
	24	36	606	192
	9	22	615	188
	24	22	600	184
	24	23	615	195
	25	30	600	188
	19	25	600	185
	25	28	600	193
	22	31	606	184
	7	23	606	192
	16	24	615	191
	19	24	604	188
	12	28	606	191
	25	28	588	193
	16	32	592	188
	27	22	600	192
	15	38	614	184
	7	33	599	184
	15	24	595	184
	24	43	622	179
	20	19	612	193
	28	38	616	183
	8	31	611	195
	15	25	615	176
	8	25	604	179
	24	30	624	184
	31	38	608	191
	24	32	612	176
	19	22	601	190
	16	28	608	190
	23	35	615	179
	19	15	615	180
	15	28	611	179
	25	22	611	195
	23	38	604	191
	25	32	604	176
	12	35	608	204
	14	28	593	172
	19	33	615	185
	27	28	611	187
	24	7	609	176
	24	33	614	193
	12	22	600	190
	19	28	611	188
	24	27	615	177
	11	17	611	183
	30	23	600	192
	25	23	595	172
	19	28	592	188
	23	38	609	183
	17	22	609	191
	17	35	591	191
	14	14	609	193
	15	35	611	184
	20	19	601	192
	24	23	615	192
	28	31	614	195
	28	39	615	192
	7	39	611	184
	11	39	620	192
	24	33	600	193
	31	25	607	176
	31	28	604	192
	25	24	608	184
	15	23	614	176
	20	15	614	175
	24	30	596	191
	12	39	606	176
	22	28	604	175
	19	23	608	193
	15	14	617	182
	17	35	600	190
	12	33	606	177
	9	39	611	192
	6	31	600	190
	24	24	619	195
	22	24	608	180
	19	35	614	188
	12	35	600	190
	15	32	607	195
	19	24	591	188
	19	39	595	188
	20	20	608	191
	25	38	617	192
	15	40	607	184
	8	31	611	176
	15	24	608	179
	28	30	593	176
	25	32	611	192
	-2	22	604	180
	19	22	615	191
	24	39	595	179
	11	28	590	193
	25	17	609	192
	28	31	600	191
	24	25	608	195
	12	36	607	187
	24	22	601	193
	24	23	595	195
	24	28	615	184
	19	28	620	192
	24	28	598	184
	31	28	614	192
	12	35	611	188
	12	24	604	190
	7	38	603	176
	16	28	611	192
	23	25	599	192
	14	9	620	176
	24	24	620	188
	22	35	614	175
	23	31	609	179
	27	28	600	177
	24	24	611	176
	16	39	595	188
	14	24	600	184
	23	33	611	192
	9	43	607	192
	17	24	598	188
	12	39	614	185
	15	12	608	188
	30	15	607	185
	12	12	615	177
	19	24	600	199
	6	31	608	192
	23	31	608	176
	31	31	604	191
	15	12	604	176
	23	24	611	192
	15	8	614	192
	23	33	614	191
	24	35	614	185
	6	14	611	192
	28	9	611	192
	11	35	600	192
	27	14	611	184
	22	25	608	192
	23	32	611	191
	24	14	600	190
	24	24	593	195
	25	30	615	176
	9	15	608	190
	12	24	608	192
	0	30	607	191
	9	23	608	192
	15	28	599	192
	20	35	611	190
	17	16	607	179
	24	27	611	195
	22	17	600	188
	12	16	600	184
	35	35	603	179
	14	27	600	183
	24	30	608	184
	12	19	591	183
	28	17	607	195
	22	40	614	182
	30	24	604	187
	27	23	608	192
	6	35	595	179
	19	15	599	179
	24	24	614	200
	25	30	608	195
	15	35	608	183
	7	33	609	184
	24	33	608	192
	24	23	600	195
	12	39	608	188
	15	35	606	188
	24	31	611	188
	12	24	606	174
	31	15	615	192
	8	35	604	193
	23	23	605	192
	30	33	615	176
	9	33	611	192
	16	32	615	179
	9	31	611	184
	12	27	607	192
	19	15	611	190
	16	36	600	185
	7	17	615	185
	22	28	611	176
	19	35	616	195
	9	16	607	179
	24	28	614	193
	12	15	615	195
	16	12	598	192
	23	17	608	174
	19	25	609	180
	3	19	604	192
	24	30	608	192
	30	25	595	191
	22	22	608	183
	19	31	595	188
	9	25	608	184
	23	41	608	184
	25	7	608	192
	24	28	600	196
	15	32	604	183
	23	15	611	184
	31	28	615	191
	28	35	622	185
	25	35	615	203
	19	22	601	192
	24	15	606	176
	24	3	600	190
	28	23	600	174
	7	35	608	190
	19	25	609	183
	24	17	611	176
	24	19	595	175
	24	31	603	184
	-7	39	608	184
	14	24	609	192
	24	41	615	195
	19	22	600	179
	24	32	608	188
	22	31	592	176
	12	38	614	176
	24	39	615	180
	25	24	615	192
	16	41	607	184
	7	30	599	195
	19	33	617	184
	9	40	600	188
	15	33	595	175
	28	39	615	188
	24	39	611	191
	6	19	590	184
	23	32	611	192
	24	31	604	184
	25	40	611	191
	15	31	611	190
	8	31	615	184
	24	35	590	188
	24	28	617	188
	12	38	609	183
	35	32	611	191
	15	28	615	176
	19	32	607	190
	24	31	591	191
	17	12	620	190
	30	28	592	193
	23	32	608	184
	19	30	617	177
	22	12	617	179
	24	31	603	190
	20	19	622	183
	23	15	607	183
	20	39	611	179
	14	17	608	188
	12	25	611	183
	19	24	608	185
	31	41	604	188
	12	25	608	192
	8	16	608	196
	31	12	598	179
	31	31	607	191
	19	19	624	192
	15	23	622	184
	8	22	611	190
	22	14	596	168
	15	25	604	193
	17	32	609	183
	23	27	609	185
	19	23	600	196
	20	31	620	193
	24	28	611	185
	22	24	611	176
	14	33	591	192
	22	27	619	188
	19	19	611	195
	28	25	616	195
	24	15	599	195
	24	24	595	175
	11	35	593	176
	31	31	591	179
	8	28	608	184
	12	24	607	181
	22	31	617	193
	20	16	611	188
	6	24	600	192
	35	24	609	191
	41	22	620	191
	19	15	611	192
	15	24	600	199
	19	31	603	192
	6	19	614	190
	20	40	598	188
	25	36	595	190
	30	27	619	190
	12	22	614	195
	12	19	615	193
	24	31	600	191
	20	31	615	185
	28	39	595	182
	20	15	595	179
	31	31	608	190
	24	38	608	192
	22	12	611	179
	7	30	609	192
	19	28	610	182
	17	31	615	183
	22	33	606	195
	19	28	608	183
	14	36	607	192
	16	30	608	184
	19	25	608	177
	27	24	600	192
	24	25	606	182
	22	24	620	193
	35	25	611	188
	9	35	611	182
	3	38	603	193
	27	44	591	192
	24	15	615	184
	31	23	608	192
	30	35	608	169
	15	24	611	192
	12	31	596	191
	15	33	599	180
	19	22	598	184
	22	28	604	184
	14	19	601	187
	31	17	604	188
	30	33	608	188
	30	31	600	191
	15	17	600	198
	23	35	615	190
	20	22	606	188
	15	31	608	179
	30	31	600	190
	27	33	592	191
	23	39	600	190
	22	28	599	192
	14	25	617	192
	9	31	622	184
	3	3	608	190
	25	27	611	193
	24	27	604	192
	22	28	603	192
	17	31	608	182
	19	31	598	188
	19	15	611	195
	25	28	608	192
	23	33	599	192
	22	32	595	179
	12	30	600	176
	15	12	615	182
	28	38	608	184
	35	19	599	188
	9	24	607	201
	12	32	611	192
	24	19	614	192
	24	35	615	188
	28	35	598	182
	24	31	611	192
	12	35	615	176
