	508	35	239
	494	31	246
	499	39	254
	504	7	252
	497	12	247
	511	38	255
	510	24	241
	502	28	248
	504	12	270
	496	24	248
	487	23	240
	496	46	239
	510	19	248
	508	31	232
	511	25	248
	511	28	248
	497	19	259
	507	20	248
	497	23	236
	503	32	252
	504	39	249
	499	27	235
	504	24	252
	487	31	248
	504	30	248
	508	28	243
	488	39	248
	504	24	241
	505	28	233
	504	32	249
	496	24	252
	496	25	240
	497	16	248
	497	39	254
	500	28	252
	487	35	240
	502	32	240
	499	30	238
	504	33	255
	504	31	248
	508	39	231
	508	24	249
	504	28	254
	492	12	236
	504	31	248
	504	8	252
	497	15	248
	515	28	239
	508	25	226
	499	15	248
	496	30	233
	492	31	244
