	7	31	590
	31	19	595
	31	57	604
	38	47	575
	32	15	611
	18	39	611
	31	-17	608
	30	7	620
	46	16	599
	42	14	598
	24	47	636
	28	-16	624
	16	24	595
	31	24	574
	55	48	611
	9	46	639
	-1	40	647
	3	62	609
	33	72	604
	19	56	622
	22	3	615
	12	17	581
	31	33	622
	30	76	616
	28	31	611
	12	40	590
	16	-3	588
	0	24	624
	11	48	631
	31	15	591
	31	-16	611
	28	33	606
	20	35	612
	32	15	604
	15	25	574
	46	25	643
	51	13	622
	15	37	620
	6	28	599
	15	31	608
	21	-12	579
	-13	39	597
	32	44	600
	16	39	607
	9	19	623
	56	75	598
	16	35	583
	16	54	604
	0	16	612
	31	12	613
	55	40	703
	15	0	592
	23	14	600
	12	1	616
	0	44	658
	5	0	622
	15	41	624
	2	46	585
	41	38	575
	25	51	575
	32	52	595
	54	33	607
	-25	40	592
	0	-8	611
	48	39	598
	28	52	580
	36	33	616
	43	35	602
	44	23	591
	43	-12	604
	13	16	627
	35	-8	600
	5	47	608
	39	44	604
	7	-7	601
	31	3	614
	29	15	630
	31	46	588
	35	38	585
	31	33	604
	39	35	596
	15	28	591
	7	7	595
	19	70	595
	24	20	609
	24	22	646
	63	48	600
	16	31	588
	3	24	614
	39	22	632
	-8	72	605
	14	61	679
	46	47	638
	31	-1	608
	16	-8	620
	12	19	583
	19	7	624
	35	48	624
	27	6	595
	-13	55	591
	3	59	-388
	-4	79	-396
	24	29	-391
	-11	33	-377
	-16	31	-415
	16	31	-394
	-85	24	-388
	-22	48	-388
	-8	6	-385
	24	24	-397
	-1	12	-367
	-8	31	-416
	-28	44	-385
	-1	7	-375
	-8	36	-396
	30	34	-410
	20	23	-391
	-12	46	-381
	6	19	-371
	-26	39	-388
	-10	78	-389
	15	46	-394
	14	-8	-372
	25	64	-388
	-15	38	-377
	-47	46	-360
	-8	11	-367
	22	67	-378
	-3	64	-400
	-8	31	-379
	-29	29	-359
	0	60	-386
	-1	79	-385
	7	67	-371
	-9	63	-375
	-7	49	-385
	-1	47	-399
	-13	22	-402
	-37	18	-392
	24	-2	-394
	-7	63	-410
	-16	41	-399
	-1	62	-416
	3	51	-382
	19	49	-384
	12	54	-399
	7	55	-377
	-20	35	-416
	32	47	-383
	-2	51	-360
	7	12	-388
	10	17	-402
	-13	6	-377
	-8	15	-375
	-36	59	-392
	-12	16	-418
	17	16	-385
	-1	24	-382
	-8	67	-368
	-4	32	-397
	15	52	-402
	16	55	-392
	-13	31	-386
	7	28	-388
	-15	64	-400
	3	46	-392
	15	32	-400
	-21	44	-400
	-5	39	-388
	16	39	-385
	-5	30	-397
	-40	15	-397
	12	27	-383
	-23	55	-397
	-13	63	-370
	14	63	-375
	-17	23	-399
	55	7	-369
	-15	24	-393
	-17	55	-401
	-5	36	-400
	-29	17	-383
	-4	25	-370
	-21	41	-370
	-8	31	-387
	14	56	-371
	7	32	-372
	19	62	-378
	5	71	-378
	-2	38	-394
	-10	16	-381
	11	47	-392
	-18	55	-409
	-1	33	-398
	-4	15	-402
	7	51	-394
	17	17	-404
	-17	39	-445
	-13	31	-402
	-4	56	-372
	543	8	87
	506	-2	88
	529	3	78
	547	-21	79
	527	-5	64
	547	14	68
	536	31	76
	543	14	102
	528	4	89
	536	12	114
	540	-9	88
	572	-16	105
	528	30	96
	527	40	190
	548	15	91
	547	16	106
	560	38	83
	536	25	96
	534	-8	71
	563	19	105
	545	0	76
	522	31	185
	542	14	88
	535	15	102
	560	-1	86
	512	14	78
	547	14	72
	520	33	92
	535	12	67
	526	46	90
	526	-1	60
	520	22	88
	534	15	91
	511	22	81
	531	-9	86
	520	71	59
	551	9	88
	543	19	102
	527	16	83
	556	16	76
	566	7	78
	531	3	88
	531	-13	87
	544	48	103
	531	-12	59
	526	-7	87
	543	0	81
	545	47	72
	528	19	57
	524	7	76
	529	6	83
	531	15	104
	529	22	80
	527	36	126
	547	33	98
	527	23	83
	503	28	88
	527	12	83
	540	-17	97
	524	-2	118
	526	17	83
	526	30	71
	518	15	105
	543	12	99
	536	14	76
	553	70	86
	553	-3	102
	535	3	79
	544	7	71
	526	-18	83
	527	16	97
	511	8	102
	531	41	88
	526	3	87
	528	-9	96
	523	7	94
	548	3	88
	529	-13	87
	539	14	83
	529	16	111
	519	44	118
	527	3	96
	528	12	124
	534	-16	76
	531	14	88
	556	-4	81
	531	19	163
	557	-14	79
	540	28	99
	527	38	78
	539	14	32
	563	36	64
	521	-2	56
	543	48	95
	504	43	88
	531	-8	88
	524	12	90
	548	19	118
	536	27	80
	526	-8	96
	-501	76	127
	-474	25	119
	-484	31	83
	-481	30	79
	-487	38	99
	-484	56	111
	-464	95	94
	-464	44	118
	-483	48	104
	-484	47	120
	-493	49	96
	-492	33	89
	-482	44	110
	-472	62	80
	-506	-8	96
	-441	51	124
	-482	15	103
	-489	43	123
	-509	31	108
	-488	32	147
	-490	63	102
	-512	39	95
	-497	49	97
	-497	55	113
	-497	48	96
	-452	39	94
	-480	78	99
	-477	24	110
	-482	51	101
	-475	23	142
	-480	35	114
	-482	46	136
	-513	48	108
	-476	44	107
	-493	28	114
	-509	17	99
	-481	28	101
	-489	19	99
	-487	35	146
	-496	19	76
	-471	24	131
	-461	25	143
	-487	64	92
	-483	123	119
	-468	24	94
	-500	33	111
	-473	54	110
	-498	44	104
	-492	36	97
	-488	23	133
	-516	47	112
	-514	48	105
	-496	51	111
	-476	32	142
	-461	16	112
	-481	17	126
	-479	17	104
	-488	59	121
	-481	62	136
	-487	56	94
	-497	24	96
	-493	67	127
	-483	35	124
	-498	43	124
	-509	36	115
	-465	25	103
	-482	139	88
	-490	12	102
	-474	60	103
	-508	22	109
	-482	16	116
	-473	7	96
	-496	97	120
	-491	40	120
	-463	19	94
	-377	25	140
	-493	36	137
	-488	79	120
	-484	48	54
	-484	24	102
	-482	36	106
	-488	35	105
	-477	11	108
	-482	14	99
	-482	9	110
	-489	47	96
	-468	39	112
	-473	34	108
	-468	24	113
	-482	17	107
	-481	23	104
	-484	62	80
	-473	30	107
	-498	56	108
	-484	32	94
	-503	46	96
	-488	30	102
	-497	140	103
	-489	63	82
	-429	31	113
	7	563	108
	9	614	87
	4	591	94
	2	545	88
	15	592	108
	-2	563	109
	3	575	121
	24	591	104
	12	574	78
	17	592	92
	1	597	112
	12	575	85
	-14	561	124
	-4	591	112
	24	579	120
	4	587	108
	6	591	120
	28	604	115
	-16	590	115
	36	595	119
	31	547	104
	-16	592	99
	3	558	124
	8	559	97
	18	561	107
	19	575	122
	45	575	116
	16	598	75
	27	599	111
	24	568	127
	-4	584	94
	19	571	86
	15	560	108
	17	576	97
	-9	566	111
	-8	572	142
	16	556	120
	15	595	87
	12	622	135
	19	585	104
	14	588	102
	7	560	92
	20	583	104
	7	568	116
	4	615	136
	7	601	178
	31	572	114
	14	561	115
	25	581	115
	4	568	103
	0	568	119
	3	571	156
	9	561	103
	24	556	118
	23	583	94
	7	578	127
	79	600	116
	35	560	120
	23	551	108
	7	559	102
	24	572	121
	12	561	82
	25	567	108
	16	566	102
	27	548	95
	35	598	97
	15	585	97
	22	590	152
	24	551	100
	40	583	112
	15	588	134
	-16	584	120
	-7	599	109
	12	604	199
	17	571	88
	-5	556	88
	40	567	92
	19	568	72
	7	585	115
	25	560	124
	23	569	112
	-68	551	92
	-21	591	70
	6	583	94
	15	585	126
	12	558	99
	-32	594	72
	14	564	97
	29	476	103
	9	580	130
	16	536	99
	28	567	103
	19	594	103
	3	568	79
	20	584	104
	1	556	91
	9	608	108
	32	579	98
	50	560	120
	22	579	111
	51	-537	80
	56	-551	104
	31	-541	64
	31	-521	104
	28	-547	97
	32	-557	103
	31	-520	98
	55	-509	115
	35	-528	118
	47	-529	88
	68	-545	83
	51	-541	87
	35	-509	97
	48	-527	99
	40	-545	96
	57	-544	112
	56	-513	110
	76	-535	114
	46	-494	105
	48	-529	114
	41	-530	96
	35	-535	145
	26	-510	112
	49	-518	131
	55	-549	97
	40	-520	111
	47	-513	88
	48	-532	115
	40	-533	70
	59	-538	102
	62	-528	110
	38	-528	84
	31	-541	113
	56	-552	127
	40	-552	112
	79	-497	102
	49	-544	131
	61	-497	88
	43	-538	87
	40	-512	79
	39	-485	124
	46	-519	103
	32	-529	96
	50	-538	125
	36	-554	99
	57	-551	112
	51	-535	121
	83	-511	79
	25	-532	103
	15	-516	99
	55	-508	115
	28	-519	147
	70	-522	88
	48	-541	88
	40	-523	87
	47	-537	88
	88	-525	99
	51	-530	102
	55	-545	135
	43	-543	87
	60	-557	95
	47	-532	96
	49	-537	100
	51	-544	103
	54	-504	91
	71	-546	111
